For a permutation of length 4

[1, 2, 3, 4], [1, 3, 2, 4], [3, 1, 4, 2];[[1, 3, 2, 4]];3
[1, 2, 3, 4], [1, 3, 2, 4], [3, 2, 1, 4];[[1, 3, 2, 4]];3
[1, 2, 3, 4], [1, 3, 2, 4], [3, 2, 4, 1];[[1, 3, 2, 4]];4
[1, 2, 3, 4], [1, 3, 2, 4], [3, 4, 1, 2];[[1, 3, 2, 4]];4
[1, 2, 3, 4], [1, 3, 2, 4], [3, 4, 2, 1];[[1, 3, 2, 4]];5
[1, 2, 3, 4], [1, 3, 2, 4], [4, 1, 2, 3];[[1, 2, 3, 4]];4
[1, 2, 3, 4], [1, 3, 2, 4], [4, 1, 3, 2];[[1, 3, 2, 4]];4
[1, 2, 3, 4], [1, 3, 2, 4], [4, 2, 1, 3];[[1, 2, 3, 4]];5
[1, 2, 3, 4], [1, 3, 2, 4], [4, 2, 3, 1];[[1, 2, 3, 4]];6
[1, 2, 3, 4], [1, 3, 2, 4], [4, 3, 1, 2];[[1, 3, 2, 4]];5
[1, 2, 3, 4], [1, 3, 2, 4], [4, 3, 2, 1];[[1, 3, 2, 4]];6
[1, 2, 3, 4], [1, 3, 4, 2], [1, 4, 2, 3];[[1, 3, 4, 2], [1, 4, 2, 3], [1, 2, 3, 4]];4
[1, 2, 3, 4], [1, 3, 4, 2], [1, 4, 3, 2];[[1, 3, 4, 2]];3
[1, 2, 3, 4], [1, 3, 4, 2], [2, 1, 3, 4];[[1, 2, 3, 4]];3
[1, 2, 3, 4], [1, 3, 4, 2], [2, 1, 4, 3];[[1, 2, 3, 4]];4
[1, 2, 3, 4], [1, 3, 4, 2], [2, 3, 1, 4];[[1, 2, 3, 4]];4
[1, 2, 3, 4], [1, 3, 4, 2], [2, 3, 4, 1];[[1, 2, 3, 4]];5
[1, 2, 3, 4], [1, 3, 4, 2], [2, 4, 1, 3];[[1, 2, 3, 4]];5
[1, 2, 3, 4], [1, 3, 4, 2], [2, 4, 3, 1];[[1, 2, 3, 4]];6
[1, 2, 3, 4], [1, 3, 4, 2], [3, 1, 2, 4];[[1, 3, 2, 4]];3
[1, 2, 3, 4], [1, 3, 4, 2], [3, 1, 4, 2];[[1, 3, 4, 2]];3
[1, 2, 3, 4], [1, 3, 4, 2], [3, 2, 1, 4];[[1, 3, 2, 4]];4
[1, 2, 3, 4], [1, 3, 4, 2], [3, 2, 4, 1];[[1, 3, 2, 4]];5
[1, 2, 3, 4], [1, 3, 4, 2], [3, 4, 1, 2];[[1, 3, 4, 2]];4
[1, 2, 3, 4], [1, 3, 4, 2], [3, 4, 2, 1];[[1, 3, 4, 2]];5
[1, 2, 3, 4], [1, 3, 4, 2], [4, 1, 2, 3];[[1, 3, 4, 2], [1, 4, 2, 3], [1, 2, 3, 4]];5
[1, 2, 3, 4], [1, 3, 4, 2], [4, 1, 3, 2];[[1, 3, 4, 2]];4
[1, 2, 3, 4], [1, 3, 4, 2], [4, 2, 1, 3];[[1, 3, 4, 2], [1, 4, 2, 3], [1, 2, 3, 4]];6
[1, 2, 3, 4], [1, 3, 4, 2], [4, 2, 3, 1];[[1, 3, 4, 2], [1, 4, 2, 3], [1, 2, 3, 4]];7
[1, 2, 3, 4], [1, 3, 4, 2], [4, 3, 1, 2];[[1, 3, 4, 2]];5
[1, 2, 3, 4], [1, 3, 4, 2], [4, 3, 2, 1];[[1, 3, 4, 2]];6
[1, 2, 3, 4], [1, 4, 2, 3], [1, 4, 3, 2];[[1, 4, 2, 3]];3
[1, 2, 3, 4], [1, 4, 2, 3], [2, 1, 3, 4];[[1, 2, 3, 4]];3
[1, 2, 3, 4], [1, 4, 2, 3], [2, 1, 4, 3];[[1, 2, 4, 3]];3
[1, 2, 3, 4], [1, 4, 2, 3], [2, 3, 1, 4];[[1, 2, 3, 4]];4
[1, 2, 3, 4], [1, 4, 2, 3], [2, 3, 4, 1];[[1, 2, 3, 4]];5
[1, 2, 3, 4], [1, 4, 2, 3], [2, 4, 1, 3];[[1, 2, 4, 3]];4
[1, 2, 3, 4], [1, 4, 2, 3], [2, 4, 3, 1];[[1, 2, 4, 3]];5
[1, 2, 3, 4], [1, 4, 2, 3], [3, 1, 2, 4];[[1, 2, 3, 4]];4
[1, 2, 3, 4], [1, 4, 2, 3], [3, 1, 4, 2];[[1, 3, 4, 2], [1, 4, 2, 3], [1, 2, 3, 4]];5
[1, 2, 3, 4], [1, 4, 2, 3], [3, 2, 1, 4];[[1, 2, 3, 4]];5
[1, 2, 3, 4], [1, 4, 2, 3], [3, 2, 4, 1];[[1, 2, 3, 4]];6
[1, 2, 3, 4], [1, 4, 2, 3], [3, 4, 1, 2];[[1, 3, 4, 2], [1, 4, 2, 3], [1, 2, 3, 4]];6
[1, 2, 3, 4], [1, 4, 2, 3], [3, 4, 2, 1];[[1, 3, 4, 2], [1, 4, 2, 3], [1, 2, 3, 4]];7
[1, 2, 3, 4], [1, 4, 2, 3], [4, 1, 2, 3];[[1, 4, 2, 3]];3
[1, 2, 3, 4], [1, 4, 2, 3], [4, 1, 3, 2];[[1, 4, 2, 3]];4
[1, 2, 3, 4], [1, 4, 2, 3], [4, 2, 1, 3];[[1, 4, 2, 3]];4
[1, 2, 3, 4], [1, 4, 2, 3], [4, 2, 3, 1];[[1, 4, 2, 3]];5
[1, 2, 3, 4], [1, 4, 2, 3], [4, 3, 1, 2];[[1, 4, 2, 3]];5
[1, 2, 3, 4], [1, 4, 2, 3], [4, 3, 2, 1];[[1, 4, 2, 3]];6
[1, 2, 3, 4], [1, 4, 3, 2], [2, 1, 3, 4];[[1, 2, 3, 4]];4
[1, 2, 3, 4], [1, 4, 3, 2], [2, 1, 4, 3];[[1, 2, 4, 3]];4
[1, 2, 3, 4], [1, 4, 3, 2], [2, 3, 1, 4];[[1, 2, 3, 4]];5
[1, 2, 3, 4], [1, 4, 3, 2], [2, 3, 4, 1];[[1, 2, 3, 4]];6
[1, 2, 3, 4], [1, 4, 3, 2], [2, 4, 1, 3];[[1, 2, 4, 3]];5
[1, 2, 3, 4], [1, 4, 3, 2], [2, 4, 3, 1];[[1, 2, 4, 3]];6
[1, 2, 3, 4], [1, 4, 3, 2], [3, 1, 2, 4];[[1, 3, 2, 4]];4
[1, 2, 3, 4], [1, 4, 3, 2], [3, 1, 4, 2];[[1, 3, 4, 2]];4
[1, 2, 3, 4], [1, 4, 3, 2], [3, 2, 1, 4];[[1, 3, 2, 4]];5
[1, 2, 3, 4], [1, 4, 3, 2], [3, 2, 4, 1];[[1, 3, 2, 4]];6
[1, 2, 3, 4], [1, 4, 3, 2], [3, 4, 1, 2];[[1, 3, 4, 2]];5
[1, 2, 3, 4], [1, 4, 3, 2], [3, 4, 2, 1];[[1, 3, 4, 2]];6
[1, 2, 3, 4], [1, 4, 3, 2], [4, 1, 2, 3];[[1, 4, 2, 3]];4
[1, 2, 3, 4], [1, 4, 3, 2], [4, 1, 3, 2];[[1, 4, 3, 2]];4
[1, 2, 3, 4], [1, 4, 3, 2], [4, 2, 1, 3];[[1, 4, 2, 3]];5
[1, 2, 3, 4], [1, 4, 3, 2], [4, 2, 3, 1];[[1, 4, 2, 3]];6
[1, 2, 3, 4], [1, 4, 3, 2], [4, 3, 1, 2];[[1, 4, 3, 2]];5
[1, 2, 3, 4], [1, 4, 3, 2], [4, 3, 2, 1];[[1, 4, 3, 2]];6
[1, 2, 3, 4], [2, 1, 3, 4], [2, 1, 4, 3];[[2, 1, 3, 4]];2
[1, 2, 3, 4], [2, 1, 3, 4], [2, 3, 1, 4];[[2, 1, 3, 4]];2
[1, 2, 3, 4], [2, 1, 3, 4], [2, 3, 4, 1];[[2, 1, 3, 4]];3
[1, 2, 3, 4], [2, 1, 3, 4], [2, 4, 1, 3];[[2, 1, 3, 4]];3
[1, 2, 3, 4], [2, 1, 3, 4], [2, 4, 3, 1];[[2, 1, 3, 4]];4
[1, 2, 3, 4], [2, 1, 3, 4], [3, 1, 2, 4];[[1, 2, 3, 4]];3
[1, 2, 3, 4], [2, 1, 3, 4], [3, 1, 4, 2];[[1, 2, 3, 4]];4
[1, 2, 3, 4], [2, 1, 3, 4], [3, 2, 1, 4];[[2, 1, 3, 4]];3
[1, 2, 3, 4], [2, 1, 3, 4], [3, 2, 4, 1];[[2, 1, 3, 4]];4
[1, 2, 3, 4], [2, 1, 3, 4], [3, 4, 1, 2];[[1, 2, 3, 4]];5
[1, 2, 3, 4], [2, 1, 3, 4], [3, 4, 2, 1];[[2, 1, 3, 4]];5
[1, 2, 3, 4], [2, 1, 3, 4], [4, 1, 2, 3];[[1, 2, 3, 4]];4
[1, 2, 3, 4], [2, 1, 3, 4], [4, 1, 3, 2];[[1, 2, 3, 4]];5
[1, 2, 3, 4], [2, 1, 3, 4], [4, 2, 1, 3];[[2, 1, 3, 4]];4
[1, 2, 3, 4], [2, 1, 3, 4], [4, 2, 3, 1];[[2, 1, 3, 4]];5
[1, 2, 3, 4], [2, 1, 3, 4], [4, 3, 1, 2];[[1, 2, 3, 4]];6
[1, 2, 3, 4], [2, 1, 3, 4], [4, 3, 2, 1];[[2, 1, 3, 4]];6
[1, 2, 3, 4], [2, 1, 4, 3], [2, 3, 1, 4];[[2, 1, 3, 4]];3
[1, 2, 3, 4], [2, 1, 4, 3], [2, 3, 4, 1];[[2, 1, 3, 4]];4
[1, 2, 3, 4], [2, 1, 4, 3], [2, 4, 1, 3];[[2, 1, 4, 3]];3
[1, 2, 3, 4], [2, 1, 4, 3], [2, 4, 3, 1];[[2, 1, 4, 3]];4
[1, 2, 3, 4], [2, 1, 4, 3], [3, 1, 2, 4];[[1, 2, 3, 4]];4
[1, 2, 3, 4], [2, 1, 4, 3], [3, 1, 4, 2];[[1, 2, 3, 4]];5
[1, 2, 3, 4], [2, 1, 4, 3], [3, 2, 1, 4];[[2, 1, 3, 4]];4
[1, 2, 3, 4], [2, 1, 4, 3], [3, 2, 4, 1];[[2, 1, 3, 4]];5
[1, 2, 3, 4], [2, 1, 4, 3], [3, 4, 1, 2];[[1, 2, 3, 4]];6
[1, 2, 3, 4], [2, 1, 4, 3], [3, 4, 2, 1];[[2, 1, 3, 4]];6
[1, 2, 3, 4], [2, 1, 4, 3], [4, 1, 2, 3];[[1, 2, 4, 3]];4
[1, 2, 3, 4], [2, 1, 4, 3], [4, 1, 3, 2];[[1, 2, 4, 3]];5
[1, 2, 3, 4], [2, 1, 4, 3], [4, 2, 1, 3];[[2, 1, 4, 3]];4
[1, 2, 3, 4], [2, 1, 4, 3], [4, 2, 3, 1];[[2, 1, 4, 3]];5
[1, 2, 3, 4], [2, 1, 4, 3], [4, 3, 1, 2];[[1, 2, 4, 3]];6
[1, 2, 3, 4], [2, 1, 4, 3], [4, 3, 2, 1];[[2, 1, 4, 3]];6
[1, 2, 3, 4], [2, 3, 1, 4], [2, 3, 4, 1];[[2, 3, 1, 4]];3
[1, 2, 3, 4], [2, 3, 1, 4], [2, 4, 1, 3];[[2, 1, 3, 4]];4
[1, 2, 3, 4], [2, 3, 1, 4], [2, 4, 3, 1];[[2, 3, 1, 4]];4
[1, 2, 3, 4], [2, 3, 1, 4], [3, 1, 2, 4];[[2, 3, 1, 4], [3, 1, 2, 4], [1, 2, 3, 4]];4
[1, 2, 3, 4], [2, 3, 1, 4], [3, 1, 4, 2];[[2, 3, 1, 4], [3, 1, 2, 4], [1, 2, 3, 4]];5
[1, 2, 3, 4], [2, 3, 1, 4], [3, 2, 1, 4];[[2, 3, 1, 4]];3
[1, 2, 3, 4], [2, 3, 1, 4], [3, 2, 4, 1];[[2, 3, 1, 4]];4
[1, 2, 3, 4], [2, 3, 1, 4], [3, 4, 1, 2];[[2, 3, 1, 4], [3, 1, 2, 4], [1, 2, 3, 4]];6
[1, 2, 3, 4], [2, 3, 1, 4], [3, 4, 2, 1];[[2, 3, 1, 4]];5
[1, 2, 3, 4], [2, 3, 1, 4], [4, 1, 2, 3];[[1, 2, 3, 4]];5
[1, 2, 3, 4], [2, 3, 1, 4], [4, 1, 3, 2];[[1, 2, 3, 4]];6
[1, 2, 3, 4], [2, 3, 1, 4], [4, 2, 1, 3];[[2, 1, 3, 4]];5
[1, 2, 3, 4], [2, 3, 1, 4], [4, 2, 3, 1];[[2, 3, 1, 4]];5
[1, 2, 3, 4], [2, 3, 1, 4], [4, 3, 1, 2];[[2, 3, 1, 4], [3, 1, 2, 4], [1, 2, 3, 4]];7
[1, 2, 3, 4], [2, 3, 1, 4], [4, 3, 2, 1];[[2, 3, 1, 4]];6
[1, 2, 3, 4], [2, 3, 4, 1], [2, 4, 1, 3];[[2, 3, 4, 1], [2, 4, 1, 3], [2, 1, 3, 4]];5
[1, 2, 3, 4], [2, 3, 4, 1], [2, 4, 3, 1];[[2, 3, 4, 1]];4
[1, 2, 3, 4], [2, 3, 4, 1], [3, 1, 2, 4];[[2, 3, 1, 4], [3, 1, 2, 4], [1, 2, 3, 4]];5
[1, 2, 3, 4], [2, 3, 4, 1], [3, 1, 4, 2];[[2, 3, 1, 4], [3, 1, 2, 4], [1, 2, 3, 4]];6
[1, 2, 3, 4], [2, 3, 4, 1], [3, 2, 1, 4];[[2, 3, 1, 4]];4
[1, 2, 3, 4], [2, 3, 4, 1], [3, 2, 4, 1];[[2, 3, 4, 1]];4
[1, 2, 3, 4], [2, 3, 4, 1], [3, 4, 1, 2];[[2, 3, 4, 1]];6
[1, 2, 3, 4], [2, 3, 4, 1], [3, 4, 2, 1];[[2, 3, 4, 1]];5
[1, 2, 3, 4], [2, 3, 4, 1], [4, 1, 2, 3];[[1, 2, 3, 4]];6
[1, 2, 3, 4], [2, 3, 4, 1], [4, 1, 3, 2];[[1, 2, 3, 4]];7
[1, 2, 3, 4], [2, 3, 4, 1], [4, 2, 1, 3];[[2, 3, 4, 1], [2, 4, 1, 3], [2, 1, 3, 4]];6
[1, 2, 3, 4], [2, 3, 4, 1], [4, 2, 3, 1];[[2, 3, 4, 1]];5
[1, 2, 3, 4], [2, 3, 4, 1], [4, 3, 1, 2];[[2, 3, 4, 1]];7
[1, 2, 3, 4], [2, 3, 4, 1], [4, 3, 2, 1];[[2, 3, 4, 1]];6
[1, 2, 3, 4], [2, 4, 1, 3], [2, 4, 3, 1];[[2, 4, 1, 3]];4
[1, 2, 3, 4], [2, 4, 1, 3], [3, 1, 2, 4];[[1, 2, 3, 4]];5
[1, 2, 3, 4], [2, 4, 1, 3], [3, 1, 4, 2];[[1, 2, 3, 4]];6
[1, 2, 3, 4], [2, 4, 1, 3], [3, 2, 1, 4];[[2, 1, 3, 4]];5
[1, 2, 3, 4], [2, 4, 1, 3], [3, 2, 4, 1];[[2, 3, 4, 1], [2, 4, 1, 3], [2, 1, 3, 4]];6
[1, 2, 3, 4], [2, 4, 1, 3], [3, 4, 1, 2];[[1, 2, 3, 4]];7
[1, 2, 3, 4], [2, 4, 1, 3], [3, 4, 2, 1];[[2, 3, 4, 1], [2, 4, 1, 3], [2, 1, 3, 4]];7
[1, 2, 3, 4], [2, 4, 1, 3], [4, 1, 2, 3];[[2, 4, 1, 3], [4, 1, 2, 3], [1, 2, 4, 3]];5
[1, 2, 3, 4], [2, 4, 1, 3], [4, 1, 3, 2];[[2, 4, 1, 3], [4, 1, 2, 3], [1, 2, 4, 3]];6
[1, 2, 3, 4], [2, 4, 1, 3], [4, 2, 1, 3];[[2, 4, 1, 3]];4
[1, 2, 3, 4], [2, 4, 1, 3], [4, 2, 3, 1];[[2, 4, 1, 3]];5
[1, 2, 3, 4], [2, 4, 1, 3], [4, 3, 1, 2];[[2, 4, 1, 3], [4, 1, 2, 3], [1, 2, 4, 3]];7
[1, 2, 3, 4], [2, 4, 1, 3], [4, 3, 2, 1];[[2, 4, 1, 3]];6
[1, 2, 3, 4], [2, 4, 3, 1], [3, 1, 2, 4];[[2, 3, 1, 4], [3, 1, 2, 4], [1, 2, 3, 4]];6
[1, 2, 3, 4], [2, 4, 3, 1], [3, 1, 4, 2];[[2, 3, 1, 4], [3, 1, 2, 4], [1, 2, 3, 4]];7
[1, 2, 3, 4], [2, 4, 3, 1], [3, 2, 1, 4];[[2, 3, 1, 4]];5
[1, 2, 3, 4], [2, 4, 3, 1], [3, 2, 4, 1];[[2, 3, 4, 1]];5
[1, 2, 3, 4], [2, 4, 3, 1], [3, 4, 1, 2];[[2, 3, 4, 1]];7
[1, 2, 3, 4], [2, 4, 3, 1], [3, 4, 2, 1];[[2, 3, 4, 1]];6
[1, 2, 3, 4], [2, 4, 3, 1], [4, 1, 2, 3];[[2, 4, 1, 3], [4, 1, 2, 3], [1, 2, 4, 3]];6
[1, 2, 3, 4], [2, 4, 3, 1], [4, 1, 3, 2];[[2, 4, 1, 3], [4, 1, 2, 3], [1, 2, 4, 3]];7
[1, 2, 3, 4], [2, 4, 3, 1], [4, 2, 1, 3];[[2, 4, 1, 3]];5
[1, 2, 3, 4], [2, 4, 3, 1], [4, 2, 3, 1];[[2, 4, 3, 1]];5
[1, 2, 3, 4], [2, 4, 3, 1], [4, 3, 1, 2];[[2, 4, 3, 1]];7
[1, 2, 3, 4], [2, 4, 3, 1], [4, 3, 2, 1];[[2, 4, 3, 1]];6
[1, 2, 3, 4], [3, 1, 2, 4], [3, 1, 4, 2];[[3, 1, 2, 4]];3
[1, 2, 3, 4], [3, 1, 2, 4], [3, 2, 1, 4];[[3, 1, 2, 4]];3
[1, 2, 3, 4], [3, 1, 2, 4], [3, 2, 4, 1];[[3, 1, 2, 4]];4
[1, 2, 3, 4], [3, 1, 2, 4], [3, 4, 1, 2];[[3, 1, 2, 4]];4
[1, 2, 3, 4], [3, 1, 2, 4], [3, 4, 2, 1];[[3, 1, 2, 4]];5
[1, 2, 3, 4], [3, 1, 2, 4], [4, 1, 2, 3];[[1, 2, 3, 4]];5
[1, 2, 3, 4], [3, 1, 2, 4], [4, 1, 3, 2];[[1, 3, 2, 4]];5
[1, 2, 3, 4], [3, 1, 2, 4], [4, 2, 1, 3];[[1, 2, 3, 4]];6
[1, 2, 3, 4], [3, 1, 2, 4], [4, 2, 3, 1];[[2, 3, 1, 4], [3, 1, 2, 4], [1, 2, 3, 4]];7
[1, 2, 3, 4], [3, 1, 2, 4], [4, 3, 1, 2];[[3, 1, 2, 4]];5
[1, 2, 3, 4], [3, 1, 2, 4], [4, 3, 2, 1];[[3, 1, 2, 4]];6
[1, 2, 3, 4], [3, 1, 4, 2], [3, 2, 1, 4];[[3, 1, 2, 4]];4
[1, 2, 3, 4], [3, 1, 4, 2], [3, 2, 4, 1];[[3, 1, 2, 4]];5
[1, 2, 3, 4], [3, 1, 4, 2], [3, 4, 1, 2];[[3, 1, 4, 2]];4
[1, 2, 3, 4], [3, 1, 4, 2], [3, 4, 2, 1];[[3, 1, 4, 2]];5
[1, 2, 3, 4], [3, 1, 4, 2], [4, 1, 2, 3];[[1, 3, 4, 2], [1, 4, 2, 3], [1, 2, 3, 4]];6
[1, 2, 3, 4], [3, 1, 4, 2], [4, 1, 3, 2];[[1, 3, 4, 2]];5
[1, 2, 3, 4], [3, 1, 4, 2], [4, 2, 1, 3];[[1, 3, 4, 2], [1, 4, 2, 3], [1, 2, 3, 4]];7
[1, 2, 3, 4], [3, 1, 4, 2], [4, 2, 3, 1];[[3, 1, 4, 2]];7
[1, 2, 3, 4], [3, 1, 4, 2], [4, 3, 1, 2];[[3, 1, 4, 2]];5
[1, 2, 3, 4], [3, 1, 4, 2], [4, 3, 2, 1];[[3, 1, 4, 2]];6
[1, 2, 3, 4], [3, 2, 1, 4], [3, 2, 4, 1];[[3, 2, 1, 4]];4
[1, 2, 3, 4], [3, 2, 1, 4], [3, 4, 1, 2];[[3, 1, 2, 4]];5
[1, 2, 3, 4], [3, 2, 1, 4], [3, 4, 2, 1];[[3, 2, 1, 4]];5
[1, 2, 3, 4], [3, 2, 1, 4], [4, 1, 2, 3];[[1, 2, 3, 4]];6
[1, 2, 3, 4], [3, 2, 1, 4], [4, 1, 3, 2];[[1, 3, 2, 4]];6
[1, 2, 3, 4], [3, 2, 1, 4], [4, 2, 1, 3];[[2, 1, 3, 4]];6
[1, 2, 3, 4], [3, 2, 1, 4], [4, 2, 3, 1];[[2, 3, 1, 4]];6
[1, 2, 3, 4], [3, 2, 1, 4], [4, 3, 1, 2];[[3, 1, 2, 4]];6
[1, 2, 3, 4], [3, 2, 1, 4], [4, 3, 2, 1];[[3, 2, 1, 4]];6
[1, 2, 3, 4], [3, 2, 4, 1], [3, 4, 1, 2];[[3, 2, 4, 1], [3, 4, 1, 2], [3, 1, 2, 4]];6
[1, 2, 3, 4], [3, 2, 4, 1], [3, 4, 2, 1];[[3, 2, 4, 1]];5
[1, 2, 3, 4], [3, 2, 4, 1], [4, 1, 2, 3];[[1, 2, 3, 4]];7
[1, 2, 3, 4], [3, 2, 4, 1], [4, 1, 3, 2];[[1, 3, 2, 4]];7
[1, 2, 3, 4], [3, 2, 4, 1], [4, 2, 1, 3];[[2, 3, 4, 1], [2, 4, 1, 3], [2, 1, 3, 4]];7
[1, 2, 3, 4], [3, 2, 4, 1], [4, 2, 3, 1];[[2, 3, 4, 1]];6
[1, 2, 3, 4], [3, 2, 4, 1], [4, 3, 1, 2];[[3, 2, 4, 1], [3, 4, 1, 2], [3, 1, 2, 4]];7
[1, 2, 3, 4], [3, 2, 4, 1], [4, 3, 2, 1];[[3, 2, 4, 1]];6
[1, 2, 3, 4], [3, 4, 1, 2], [3, 4, 2, 1];[[3, 4, 1, 2]];5
[1, 2, 3, 4], [3, 4, 1, 2], [4, 1, 2, 3];[[4, 1, 2, 3]];6
[1, 2, 3, 4], [3, 4, 1, 2], [4, 1, 3, 2];[[3, 4, 1, 2], [4, 1, 3, 2], [1, 3, 4, 2]];6
[1, 2, 3, 4], [3, 4, 1, 2], [4, 2, 1, 3];[[4, 1, 2, 3]];7
[1, 2, 3, 4], [3, 4, 1, 2], [4, 2, 3, 1];[[3, 4, 1, 2]];7
[1, 2, 3, 4], [3, 4, 1, 2], [4, 3, 1, 2];[[3, 4, 1, 2]];5
[1, 2, 3, 4], [3, 4, 1, 2], [4, 3, 2, 1];[[3, 4, 1, 2]];6
[1, 2, 3, 4], [3, 4, 2, 1], [4, 1, 2, 3];[[4, 1, 2, 3]];7
[1, 2, 3, 4], [3, 4, 2, 1], [4, 1, 3, 2];[[3, 4, 1, 2], [4, 1, 3, 2], [1, 3, 4, 2]];7
[1, 2, 3, 4], [3, 4, 2, 1], [4, 2, 1, 3];[[4, 2, 1, 3]];7
[1, 2, 3, 4], [3, 4, 2, 1], [4, 2, 3, 1];[[3, 4, 2, 1], [4, 2, 3, 1], [2, 3, 4, 1]];7
[1, 2, 3, 4], [3, 4, 2, 1], [4, 3, 1, 2];[[3, 4, 1, 2]];6
[1, 2, 3, 4], [3, 4, 2, 1], [4, 3, 2, 1];[[3, 4, 2, 1]];6
[1, 2, 3, 4], [4, 1, 2, 3], [4, 1, 3, 2];[[4, 1, 2, 3]];4
[1, 2, 3, 4], [4, 1, 2, 3], [4, 2, 1, 3];[[4, 1, 2, 3]];4
[1, 2, 3, 4], [4, 1, 2, 3], [4, 2, 3, 1];[[4, 1, 2, 3]];5
[1, 2, 3, 4], [4, 1, 2, 3], [4, 3, 1, 2];[[4, 1, 2, 3]];5
[1, 2, 3, 4], [4, 1, 2, 3], [4, 3, 2, 1];[[4, 1, 2, 3]];6
[1, 2, 3, 4], [4, 1, 3, 2], [4, 2, 1, 3];[[4, 1, 2, 3]];5
[1, 2, 3, 4], [4, 1, 3, 2], [4, 2, 3, 1];[[4, 1, 2, 3]];6
[1, 2, 3, 4], [4, 1, 3, 2], [4, 3, 1, 2];[[4, 1, 3, 2]];5
[1, 2, 3, 4], [4, 1, 3, 2], [4, 3, 2, 1];[[4, 1, 3, 2]];6
[1, 2, 3, 4], [4, 2, 1, 3], [4, 2, 3, 1];[[4, 2, 1, 3]];5
[1, 2, 3, 4], [4, 2, 1, 3], [4, 3, 1, 2];[[4, 1, 2, 3]];6
[1, 2, 3, 4], [4, 2, 1, 3], [4, 3, 2, 1];[[4, 2, 1, 3]];6
[1, 2, 3, 4], [4, 2, 3, 1], [4, 3, 1, 2];[[4, 2, 3, 1], [4, 3, 1, 2], [4, 1, 2, 3]];7
[1, 2, 3, 4], [4, 2, 3, 1], [4, 3, 2, 1];[[4, 2, 3, 1]];6
[1, 2, 4, 3], [1, 3, 2, 4], [1, 3, 4, 2];[[1, 3, 2, 4]];3
